Quarter,Region,State,Purpose,Trips
2015 Q4,North West,Tasmania,Holiday,66.25576
2016 Q1,North West,Tasmania,Holiday,103.878656
2016 Q2,North West,Tasmania,Holiday,74.4222236
2016 Q3,North West,Tasmania,Holiday,41.9659433
2016 Q4,North West,Tasmania,Holiday,75.5903374
2017 Q1,North West,Tasmania,Holiday,113.0635927
2017 Q2,North West,Tasmania,Holiday,47.2310851
2017 Q3,North West,Tasmania,Holiday,47.3251872
2017 Q4,North West,Tasmania,Holiday,60.1165502
1998 Q1,North West,Tasmania,Other,1.0504814
1998 Q2,North West,Tasmania,Other,0.8982974
1998 Q3,North West,Tasmania,Other,2.4575806
1998 Q4,North West,Tasmania,Other,1.1971703
1999 Q1,North West,Tasmania,Other,7.2364273
1999 Q2,North West,Tasmania,Other,7.5730672
1999 Q3,North West,Tasmania,Other,1.1474663
1999 Q4,North West,Tasmania,Other,4.5838541
2000 Q1,North West,Tasmania,Other,3.7285989
2000 Q2,North West,Tasmania,Other,3.4221756
2000 Q3,North West,Tasmania,Other,1.5913439
2000 Q4,North West,Tasmania,Other,1.6672858
2001 Q1,North West,Tasmania,Other,1.6622865
2001 Q2,North West,Tasmania,Other,2.4519348
2001 Q3,North West,Tasmania,Other,6.8449781
2001 Q4,North West,Tasmania,Other,9.3189265
2002 Q1,North West,Tasmania,Other,6.2553553
2002 Q2,North West,Tasmania,Other,1.849986
2002 Q3,North West,Tasmania,Other,2.395155
2002 Q4,North West,Tasmania,Other,4.6294394
2003 Q1,North West,Tasmania,Other,12.457973
2003 Q2,North West,Tasmania,Other,3.7649992
2003 Q3,North West,Tasmania,Other,1.2704583
2003 Q4,North West,Tasmania,Other,0
2004 Q1,North West,Tasmania,Other,0
2004 Q2,North West,Tasmania,Other,2.4497643
2004 Q3,North West,Tasmania,Other,0
2004 Q4,North West,Tasmania,Other,0.9662135
2005 Q1,North West,Tasmania,Other,0.7849743
2005 Q2,North West,Tasmania,Other,5.9575355
2005 Q3,North West,Tasmania,Other,1.849306
2005 Q4,North West,Tasmania,Other,7.858698
2006 Q1,North West,Tasmania,Other,11.300584
2006 Q2,North West,Tasmania,Other,3.665905
2006 Q3,North West,Tasmania,Other,4.712413
2006 Q4,North West,Tasmania,Other,3.259648
2007 Q1,North West,Tasmania,Other,1.4459307
2007 Q2,North West,Tasmania,Other,2.2703263
2007 Q3,North West,Tasmania,Other,9.1752046
2007 Q4,North West,Tasmania,Other,2.1819169
2008 Q1,North West,Tasmania,Other,2.8855536
2008 Q2,North West,Tasmania,Other,1.5163785
2008 Q3,North West,Tasmania,Other,1.603137
2008 Q4,North West,Tasmania,Other,1.0022936
2009 Q1,North West,Tasmania,Other,4.3538433
2009 Q2,North West,Tasmania,Other,3.5176762
2009 Q3,North West,Tasmania,Other,7.3471719
2009 Q4,North West,Tasmania,Other,0.9476518
2010 Q1,North West,Tasmania,Other,3.2142509
2010 Q2,North West,Tasmania,Other,2.4485365
2010 Q3,North West,Tasmania,Other,0.695144
2010 Q4,North West,Tasmania,Other,2.7512883
2011 Q1,North West,Tasmania,Other,4.6458929
2011 Q2,North West,Tasmania,Other,5.0323783
2011 Q3,North West,Tasmania,Other,2.56902
2011 Q4,North West,Tasmania,Other,0
2012 Q1,North West,Tasmania,Other,3.2150346
2012 Q2,North West,Tasmania,Other,0.2595821
2012 Q3,North West,Tasmania,Other,0.8652018
2012 Q4,North West,Tasmania,Other,0.9167482
2013 Q1,North West,Tasmania,Other,0.4977062
2013 Q2,North West,Tasmania,Other,5.7225247
2013 Q3,North West,Tasmania,Other,2.5383392
2013 Q4,North West,Tasmania,Other,12.5757506
2014 Q1,North West,Tasmania,Other,0
2014 Q2,North West,Tasmania,Other,1.8352801
2014 Q3,North West,Tasmania,Other,8.8264458
2014 Q4,North West,Tasmania,Other,4.4267772
2015 Q1,North West,Tasmania,Other,1.382254
2015 Q2,North West,Tasmania,Other,2.157177
2015 Q3,North West,Tasmania,Other,3.4204312
2015 Q4,North West,Tasmania,Other,11.072039
2016 Q1,North West,Tasmania,Other,3.3246675
2016 Q2,North West,Tasmania,Other,4.5787562
2016 Q3,North West,Tasmania,Other,0.3782602
2016 Q4,North West,Tasmania,Other,15.1457664
2017 Q1,North West,Tasmania,Other,3.8079065
2017 Q2,North West,Tasmania,Other,4.7575479
2017 Q3,North West,Tasmania,Other,5.6793838
2017 Q4,North West,Tasmania,Other,7.3242316
1998 Q1,North West,Tasmania,Visiting,30.0927883
1998 Q2,North West,Tasmania,Visiting,29.3364708
1998 Q3,North West,Tasmania,Visiting,25.9323654
1998 Q4,North West,Tasmania,Visiting,25.3564097
1999 Q1,North West,Tasmania,Visiting,47.1353819
1999 Q2,North West,Tasmania,Visiting,32.3352029
1999 Q3,North West,Tasmania,Visiting,9.8120315
1999 Q4,North West,Tasmania,Visiting,22.0423024
2000 Q1,North West,Tasmania,Visiting,38.2619532
2000 Q2,North West,Tasmania,Visiting,24.8434795
2000 Q3,North West,Tasmania,Visiting,20.8721296
2000 Q4,North West,Tasmania,Visiting,21.3597441
2001 Q1,North West,Tasmania,Visiting,20.6639763
2001 Q2,North West,Tasmania,Visiting,27.0238854
2001 Q3,North West,Tasmania,Visiting,29.2979699
2001 Q4,North West,Tasmania,Visiting,16.8262773
2002 Q1,North West,Tasmania,Visiting,33.2244101
2002 Q2,North West,Tasmania,Visiting,21.61989
2002 Q3,North West,Tasmania,Visiting,23.8211005
2002 Q4,North West,Tasmania,Visiting,30.1460936
2003 Q1,North West,Tasmania,Visiting,30.8491869
2003 Q2,North West,Tasmania,Visiting,25.3881972
2003 Q3,North West,Tasmania,Visiting,17.7480247
2003 Q4,North West,Tasmania,Visiting,51.0381071
2004 Q1,North West,Tasmania,Visiting,45.9567675
2004 Q2,North West,Tasmania,Visiting,23.8393203
2004 Q3,North West,Tasmania,Visiting,24.0115972
2004 Q4,North West,Tasmania,Visiting,31.1464277
2005 Q1,North West,Tasmania,Visiting,56.1944094
2005 Q2,North West,Tasmania,Visiting,17.0793602
2005 Q3,North West,Tasmania,Visiting,18.2244689
2005 Q4,North West,Tasmania,Visiting,12.2123601
2006 Q1,North West,Tasmania,Visiting,32.770145
2006 Q2,North West,Tasmania,Visiting,34.233351999999996
2006 Q3,North West,Tasmania,Visiting,15.262018
2006 Q4,North West,Tasmania,Visiting,23.667128
2007 Q1,North West,Tasmania,Visiting,33.3464335
2007 Q2,North West,Tasmania,Visiting,20.8600504
2007 Q3,North West,Tasmania,Visiting,20.7696534
2007 Q4,North West,Tasmania,Visiting,29.5675282
2008 Q1,North West,Tasmania,Visiting,41.5319008
2008 Q2,North West,Tasmania,Visiting,31.0779855
2008 Q3,North West,Tasmania,Visiting,22.9340423
2008 Q4,North West,Tasmania,Visiting,14.3320901
2009 Q1,North West,Tasmania,Visiting,32.726184
2009 Q2,North West,Tasmania,Visiting,38.3295911
2009 Q3,North West,Tasmania,Visiting,19.7423714
2009 Q4,North West,Tasmania,Visiting,27.0693688
2010 Q1,North West,Tasmania,Visiting,30.6669106
2010 Q2,North West,Tasmania,Visiting,25.9640806
2010 Q3,North West,Tasmania,Visiting,15.5062296
2010 Q4,North West,Tasmania,Visiting,13.2594794
2011 Q1,North West,Tasmania,Visiting,38.058491
2011 Q2,North West,Tasmania,Visiting,19.7950798
2011 Q3,North West,Tasmania,Visiting,26.6477716
2011 Q4,North West,Tasmania,Visiting,20.9472802
2012 Q1,North West,Tasmania,Visiting,36.0504097
2012 Q2,North West,Tasmania,Visiting,31.67208
2012 Q3,North West,Tasmania,Visiting,10.0230035
2012 Q4,North West,Tasmania,Visiting,19.9277646
2013 Q1,North West,Tasmania,Visiting,29.6250617
2013 Q2,North West,Tasmania,Visiting,30.438124
2013 Q3,North West,Tasmania,Visiting,33.2302215
2013 Q4,North West,Tasmania,Visiting,16.7827967
2014 Q1,North West,Tasmania,Visiting,27.8258443
2014 Q2,North West,Tasmania,Visiting,39.0304731
2014 Q3,North West,Tasmania,Visiting,25.7794691
2014 Q4,North West,Tasmania,Visiting,39.2550647
2015 Q1,North West,Tasmania,Visiting,29.7542385
2015 Q2,North West,Tasmania,Visiting,17.1272243
2015 Q3,North West,Tasmania,Visiting,31.8856907
2015 Q4,North West,Tasmania,Visiting,40.2304634
2016 Q1,North West,Tasmania,Visiting,30.3240304
2016 Q2,North West,Tasmania,Visiting,36.1635453
2016 Q3,North West,Tasmania,Visiting,19.3540533
2016 Q4,North West,Tasmania,Visiting,42.1570264
2017 Q1,North West,Tasmania,Visiting,30.8120842
2017 Q2,North West,Tasmania,Visiting,64.5585432
2017 Q3,North West,Tasmania,Visiting,41.415923
2017 Q4,North West,Tasmania,Visiting,46.5407957
1998 Q1,Northern,Queensland,Business,68.3760996
1998 Q2,Northern,Queensland,Business,45.4012333
1998 Q3,Northern,Queensland,Business,66.0311618
1998 Q4,Northern,Queensland,Business,39.3850267
1999 Q1,Northern,Queensland,Business,54.9057602
1999 Q2,Northern,Queensland,Business,93.8375334
1999 Q3,Northern,Queensland,Business,109.9538128
1999 Q4,Northern,Queensland,Business,35.8373298
2000 Q1,Northern,Queensland,Business,43.2323004
2000 Q2,Northern,Queensland,Business,21.9965046
2000 Q3,Northern,Queensland,Business,78.0014985
2000 Q4,Northern,Queensland,Business,123.1253778
2001 Q1,Northern,Queensland,Business,45.6404469
2001 Q2,Northern,Queensland,Business,67.0189774
2001 Q3,Northern,Queensland,Business,50.172273
2001 Q4,Northern,Queensland,Business,55.5390884
2002 Q1,Northern,Queensland,Business,56.6511562
2002 Q2,Northern,Queensland,Business,27.2574426
2002 Q3,Northern,Queensland,Business,89.0270458
2002 Q4,Northern,Queensland,Business,79.4049237
2003 Q1,Northern,Queensland,Business,51.7856351
2003 Q2,Northern,Queensland,Business,107.7684204
2003 Q3,Northern,Queensland,Business,66.6801298
2003 Q4,Northern,Queensland,Business,64.8293224
2004 Q1,Northern,Queensland,Business,40.4097328
2004 Q2,Northern,Queensland,Business,47.8139263
2004 Q3,Northern,Queensland,Business,102.0669798
2004 Q4,Northern,Queensland,Business,32.7549002
2005 Q1,Northern,Queensland,Business,41.5813483
2005 Q2,Northern,Queensland,Business,98.2674139
2005 Q3,Northern,Queensland,Business,68.843534
2005 Q4,Northern,Queensland,Business,61.7509742
2006 Q1,Northern,Queensland,Business,57.227633
2006 Q2,Northern,Queensland,Business,47.251079
2006 Q3,Northern,Queensland,Business,79.321064
2006 Q4,Northern,Queensland,Business,74.467091
2007 Q1,Northern,Queensland,Business,34.4717686
2007 Q2,Northern,Queensland,Business,110.5520373
2007 Q3,Northern,Queensland,Business,111.0908608
2007 Q4,Northern,Queensland,Business,48.4428001
2008 Q1,Northern,Queensland,Business,44.1668819
2008 Q2,Northern,Queensland,Business,41.8176533
2008 Q3,Northern,Queensland,Business,81.6155328
2008 Q4,Northern,Queensland,Business,76.8987913
2009 Q1,Northern,Queensland,Business,65.0014353
2009 Q2,Northern,Queensland,Business,63.719218
2009 Q3,Northern,Queensland,Business,30.8440177
2009 Q4,Northern,Queensland,Business,61.2646585
2010 Q1,Northern,Queensland,Business,40.4437897
2010 Q2,Northern,Queensland,Business,101.4540209
2010 Q3,Northern,Queensland,Business,66.2981977
2010 Q4,Northern,Queensland,Business,59.4967202
2011 Q1,Northern,Queensland,Business,18.8718975
2011 Q2,Northern,Queensland,Business,43.2447494
2011 Q3,Northern,Queensland,Business,113.5603839
2011 Q4,Northern,Queensland,Business,67.0987102
2012 Q1,Northern,Queensland,Business,36.7103979
2012 Q2,Northern,Queensland,Business,53.537313
2012 Q3,Northern,Queensland,Business,73.915357
2012 Q4,Northern,Queensland,Business,48.331298
2013 Q1,Northern,Queensland,Business,28.9151519
2013 Q2,Northern,Queensland,Business,35.5657449
2013 Q3,Northern,Queensland,Business,59.8518427
2013 Q4,Northern,Queensland,Business,54.3696017
2014 Q1,Northern,Queensland,Business,45.6557336
2014 Q2,Northern,Queensland,Business,75.2856432
2014 Q3,Northern,Queensland,Business,75.5477611
2014 Q4,Northern,Queensland,Business,92.9292541
2015 Q1,Northern,Queensland,Business,20.7932305
2015 Q2,Northern,Queensland,Business,115.4457693
2015 Q3,Northern,Queensland,Business,91.5006847
2015 Q4,Northern,Queensland,Business,79.3164875
2016 Q1,Northern,Queensland,Business,48.4306314
2016 Q2,Northern,Queensland,Business,75.9713788
2016 Q3,Northern,Queensland,Business,88.776496
2016 Q4,Northern,Queensland,Business,91.3197317
2017 Q1,Northern,Queensland,Business,81.9591689
2017 Q2,Northern,Queensland,Business,55.4448186
2017 Q3,Northern,Queensland,Business,98.5921806
2017 Q4,Northern,Queensland,Business,98.9189476
1998 Q1,Northern,Queensland,Holiday,82.3330148
1998 Q2,Northern,Queensland,Holiday,59.1123699
1998 Q3,Northern,Queensland,Holiday,99.0844201
1998 Q4,Northern,Queensland,Holiday,67.1856531
1999 Q1,Northern,Queensland,Holiday,48.7273816
1999 Q2,Northern,Queensland,Holiday,113.8859784
1999 Q3,Northern,Queensland,Holiday,137.4794633
1999 Q4,Northern,Queensland,Holiday,97.3024485
2000 Q1,Northern,Queensland,Holiday,61.1002949
2000 Q2,Northern,Queensland,Holiday,86.3575643
2000 Q3,Northern,Queensland,Holiday,103.7526686
2000 Q4,Northern,Queensland,Holiday,86.0226685
2001 Q1,Northern,Queensland,Holiday,33.2836762
2001 Q2,Northern,Queensland,Holiday,81.0827071
2001 Q3,Northern,Queensland,Holiday,79.6601111
2001 Q4,Northern,Queensland,Holiday,89.0635286
2002 Q1,Northern,Queensland,Holiday,69.0975191
2002 Q2,Northern,Queensland,Holiday,77.5385357
2002 Q3,Northern,Queensland,Holiday,89.7860755
2002 Q4,Northern,Queensland,Holiday,85.6503925
2003 Q1,Northern,Queensland,Holiday,71.510969
2003 Q2,Northern,Queensland,Holiday,69.2776152
2003 Q3,Northern,Queensland,Holiday,112.2754042
2003 Q4,Northern,Queensland,Holiday,47.0697068
2004 Q1,Northern,Queensland,Holiday,35.5778728
2004 Q2,Northern,Queensland,Holiday,104.0214251
2004 Q3,Northern,Queensland,Holiday,101.1566313
2004 Q4,Northern,Queensland,Holiday,61.2576414
2005 Q1,Northern,Queensland,Holiday,46.9623582
2005 Q2,Northern,Queensland,Holiday,59.5839178
2005 Q3,Northern,Queensland,Holiday,87.4399644
2005 Q4,Northern,Queensland,Holiday,36.4774761
2006 Q1,Northern,Queensland,Holiday,69.457864
2006 Q2,Northern,Queensland,Holiday,110.109595
2006 Q3,Northern,Queensland,Holiday,104.185856
2006 Q4,Northern,Queensland,Holiday,89.308139
2007 Q1,Northern,Queensland,Holiday,51.1213184
2007 Q2,Northern,Queensland,Holiday,112.1329889
2007 Q3,Northern,Queensland,Holiday,134.3485041
2007 Q4,Northern,Queensland,Holiday,80.2679319
2008 Q1,Northern,Queensland,Holiday,59.3319125
2008 Q2,Northern,Queensland,Holiday,91.2287437
2008 Q3,Northern,Queensland,Holiday,65.5946684
2008 Q4,Northern,Queensland,Holiday,62.4201782
2009 Q1,Northern,Queensland,Holiday,26.4653413
2009 Q2,Northern,Queensland,Holiday,123.1082124
2009 Q3,Northern,Queensland,Holiday,123.0980134
2009 Q4,Northern,Queensland,Holiday,46.3429116
2010 Q1,Northern,Queensland,Holiday,41.4500209
2010 Q2,Northern,Queensland,Holiday,46.720474
2010 Q3,Northern,Queensland,Holiday,99.6961477
2010 Q4,Northern,Queensland,Holiday,62.8248357
2011 Q1,Northern,Queensland,Holiday,17.2003244
2011 Q2,Northern,Queensland,Holiday,78.6823565
2011 Q3,Northern,Queensland,Holiday,120.8018832
2011 Q4,Northern,Queensland,Holiday,51.9977508
2012 Q1,Northern,Queensland,Holiday,44.2812872
2012 Q2,Northern,Queensland,Holiday,95.7078663
2012 Q3,Northern,Queensland,Holiday,103.9279241
2012 Q4,Northern,Queensland,Holiday,72.0899292
2013 Q1,Northern,Queensland,Holiday,62.4524009
2013 Q2,Northern,Queensland,Holiday,68.6501824
2013 Q3,Northern,Queensland,Holiday,140.6562121
2013 Q4,Northern,Queensland,Holiday,50.6182602
2014 Q1,Northern,Queensland,Holiday,75.2903561
2014 Q2,Northern,Queensland,Holiday,85.3844203
2014 Q3,Northern,Queensland,Holiday,98.0955013
2014 Q4,Northern,Queensland,Holiday,77.4678945
2015 Q1,Northern,Queensland,Holiday,60.2159509
2015 Q2,Northern,Queensland,Holiday,102.8305109
2015 Q3,Northern,Queensland,Holiday,112.0202117
2015 Q4,Northern,Queensland,Holiday,77.386137
2016 Q1,Northern,Queensland,Holiday,80.4332816
2016 Q2,Northern,Queensland,Holiday,105.4668369
2016 Q3,Northern,Queensland,Holiday,101.9125246
2016 Q4,Northern,Queensland,Holiday,76.0640459
2017 Q1,Northern,Queensland,Holiday,62.3590257
2017 Q2,Northern,Queensland,Holiday,117.8921566
2017 Q3,Northern,Queensland,Holiday,93.5490294
2017 Q4,Northern,Queensland,Holiday,73.2187763
1998 Q1,Northern,Queensland,Other,22.0668182
1998 Q2,Northern,Queensland,Other,2.1129569
1998 Q3,Northern,Queensland,Other,19.430701
1998 Q4,Northern,Queensland,Other,0
1999 Q1,Northern,Queensland,Other,17.2316099
1999 Q2,Northern,Queensland,Other,12.0394206
1999 Q3,Northern,Queensland,Other,30.1276117
1999 Q4,Northern,Queensland,Other,4.7429753
2000 Q1,Northern,Queensland,Other,7.0377019
2000 Q2,Northern,Queensland,Other,7.0929787
2000 Q3,Northern,Queensland,Other,18.4018867
2000 Q4,Northern,Queensland,Other,26.6183905
2001 Q1,Northern,Queensland,Other,10.1761643
2001 Q2,Northern,Queensland,Other,20.2801383
2001 Q3,Northern,Queensland,Other,9.8427477
2001 Q4,Northern,Queensland,Other,15.3580902
2002 Q1,Northern,Queensland,Other,19.5199128
2002 Q2,Northern,Queensland,Other,17.6160104
2002 Q3,Northern,Queensland,Other,4.9550577
2002 Q4,Northern,Queensland,Other,8.8703767
2003 Q1,Northern,Queensland,Other,21.8313327
2003 Q2,Northern,Queensland,Other,10.7944614
2003 Q3,Northern,Queensland,Other,10.2296864
2003 Q4,Northern,Queensland,Other,17.3964681
2004 Q1,Northern,Queensland,Other,4.0808988
2004 Q2,Northern,Queensland,Other,20.8341609
2004 Q3,Northern,Queensland,Other,25.7801277
2004 Q4,Northern,Queensland,Other,15.2971304
2005 Q1,Northern,Queensland,Other,21.8210864
2005 Q2,Northern,Queensland,Other,25.1097388
2005 Q3,Northern,Queensland,Other,15.8901827
2005 Q4,Northern,Queensland,Other,1.4537671
2006 Q1,Northern,Queensland,Other,10.602213
2006 Q2,Northern,Queensland,Other,8.17659
2006 Q3,Northern,Queensland,Other,21.675507
2006 Q4,Northern,Queensland,Other,23.451704
2007 Q1,Northern,Queensland,Other,1.0561107
2007 Q2,Northern,Queensland,Other,22.203688
2007 Q3,Northern,Queensland,Other,6.7618275
2007 Q4,Northern,Queensland,Other,13.3302362
2008 Q1,Northern,Queensland,Other,11.1416931
2008 Q2,Northern,Queensland,Other,5.0842369
2008 Q3,Northern,Queensland,Other,23.3636092
2008 Q4,Northern,Queensland,Other,8.8842938
2009 Q1,Northern,Queensland,Other,4.7096238
2009 Q2,Northern,Queensland,Other,9.6594785
2009 Q3,Northern,Queensland,Other,23.8926899
2009 Q4,Northern,Queensland,Other,2.7181328
2010 Q1,Northern,Queensland,Other,36.84454
2010 Q2,Northern,Queensland,Other,37.7194241
2010 Q3,Northern,Queensland,Other,9.6282691
2010 Q4,Northern,Queensland,Other,13.9569057
2011 Q1,Northern,Queensland,Other,13.7141684
2011 Q2,Northern,Queensland,Other,11.7971428
2011 Q3,Northern,Queensland,Other,19.504421
2011 Q4,Northern,Queensland,Other,15.0945783
2012 Q1,Northern,Queensland,Other,11.0833232
2012 Q2,Northern,Queensland,Other,22.8898766
2012 Q3,Northern,Queensland,Other,18.79385
2012 Q4,Northern,Queensland,Other,13.7571483
2013 Q1,Northern,Queensland,Other,15.2999711
2013 Q2,Northern,Queensland,Other,27.8116289
2013 Q3,Northern,Queensland,Other,23.6127216
2013 Q4,Northern,Queensland,Other,16.0207931
2014 Q1,Northern,Queensland,Other,14.4252769
2014 Q2,Northern,Queensland,Other,40.204832
2014 Q3,Northern,Queensland,Other,31.7396867
2014 Q4,Northern,Queensland,Other,16.4866294
2015 Q1,Northern,Queensland,Other,17.4399804
2015 Q2,Northern,Queensland,Other,21.3435433
2015 Q3,Northern,Queensland,Other,32.418245
2015 Q4,Northern,Queensland,Other,27.8836573
2016 Q1,Northern,Queensland,Other,35.0143536
2016 Q2,Northern,Queensland,Other,20.3329496
2016 Q3,Northern,Queensland,Other,47.3355348
2016 Q4,Northern,Queensland,Other,14.3549575
2017 Q1,Northern,Queensland,Other,20.8629915
2017 Q2,Northern,Queensland,Other,34.0378884
2017 Q3,Northern,Queensland,Other,20.728863
2017 Q4,Northern,Queensland,Other,21.8294631
1998 Q1,Northern,Queensland,Visiting,53.3368741
1998 Q2,Northern,Queensland,Visiting,52.854509
1998 Q3,Northern,Queensland,Visiting,44.3109748
1998 Q4,Northern,Queensland,Visiting,41.7504349
1999 Q1,Northern,Queensland,Visiting,36.3856165
1999 Q2,Northern,Queensland,Visiting,49.5954975
1999 Q3,Northern,Queensland,Visiting,55.3400749
1999 Q4,Northern,Queensland,Visiting,64.9064818
2000 Q1,Northern,Queensland,Visiting,80.7796133
2000 Q2,Northern,Queensland,Visiting,74.044188
2000 Q3,Northern,Queensland,Visiting,111.9662358
2000 Q4,Northern,Queensland,Visiting,72.3118751
2001 Q1,Northern,Queensland,Visiting,51.3771065
2001 Q2,Northern,Queensland,Visiting,39.1313136
2001 Q3,Northern,Queensland,Visiting,150.2173982
2001 Q4,Northern,Queensland,Visiting,59.7435655
2002 Q1,Northern,Queensland,Visiting,75.3616556
2002 Q2,Northern,Queensland,Visiting,45.4018177
2002 Q3,Northern,Queensland,Visiting,64.2819867
2002 Q4,Northern,Queensland,Visiting,70.147581
2003 Q1,Northern,Queensland,Visiting,81.1852833
2003 Q2,Northern,Queensland,Visiting,41.2267623
2003 Q3,Northern,Queensland,Visiting,94.1461559
2003 Q4,Northern,Queensland,Visiting,42.9327006
2004 Q1,Northern,Queensland,Visiting,64.3073997
2004 Q2,Northern,Queensland,Visiting,71.681566
2004 Q3,Northern,Queensland,Visiting,86.4138378
2004 Q4,Northern,Queensland,Visiting,87.2513407
2005 Q1,Northern,Queensland,Visiting,54.6167331
2005 Q2,Northern,Queensland,Visiting,72.7662581
2005 Q3,Northern,Queensland,Visiting,48.2791793
2005 Q4,Northern,Queensland,Visiting,60.5791707
2006 Q1,Northern,Queensland,Visiting,66.651872
2006 Q2,Northern,Queensland,Visiting,81.43299
2006 Q3,Northern,Queensland,Visiting,64.350872
2006 Q4,Northern,Queensland,Visiting,132.429836
2007 Q1,Northern,Queensland,Visiting,57.8999121
2007 Q2,Northern,Queensland,Visiting,75.7045039
2007 Q3,Northern,Queensland,Visiting,102.5398582
2007 Q4,Northern,Queensland,Visiting,107.2595753
2008 Q1,Northern,Queensland,Visiting,36.0377917
2008 Q2,Northern,Queensland,Visiting,64.4909973
2008 Q3,Northern,Queensland,Visiting,79.7767854
2008 Q4,Northern,Queensland,Visiting,65.765578
2009 Q1,Northern,Queensland,Visiting,58.9425858
2009 Q2,Northern,Queensland,Visiting,43.4894883
2009 Q3,Northern,Queensland,Visiting,44.2318994
2009 Q4,Northern,Queensland,Visiting,62.9148321
2010 Q1,Northern,Queensland,Visiting,56.7930572
2010 Q2,Northern,Queensland,Visiting,55.9259933
2010 Q3,Northern,Queensland,Visiting,58.0340038
2010 Q4,Northern,Queensland,Visiting,84.0298209
2011 Q1,Northern,Queensland,Visiting,29.954282
2011 Q2,Northern,Queensland,Visiting,97.4314779
2011 Q3,Northern,Queensland,Visiting,109.9878995
2011 Q4,Northern,Queensland,Visiting,77.6003286
2012 Q1,Northern,Queensland,Visiting,77.7634086
2012 Q2,Northern,Queensland,Visiting,70.6104896
2012 Q3,Northern,Queensland,Visiting,52.3040744
2012 Q4,Northern,Queensland,Visiting,61.6254012
2013 Q1,Northern,Queensland,Visiting,85.1375927
2013 Q2,Northern,Queensland,Visiting,90.6092849
2013 Q3,Northern,Queensland,Visiting,113.3737354
2013 Q4,Northern,Queensland,Visiting,94.2192241
2014 Q1,Northern,Queensland,Visiting,57.0212582
2014 Q2,Northern,Queensland,Visiting,94.0379861
2014 Q3,Northern,Queensland,Visiting,128.8285751
2014 Q4,Northern,Queensland,Visiting,61.0170921
2015 Q1,Northern,Queensland,Visiting,99.9533415
2015 Q2,Northern,Queensland,Visiting,59.9699263
2015 Q3,Northern,Queensland,Visiting,122.8157626
2015 Q4,Northern,Queensland,Visiting,83.0928293
2016 Q1,Northern,Queensland,Visiting,110.8819568
2016 Q2,Northern,Queensland,Visiting,81.4540784
2016 Q3,Northern,Queensland,Visiting,87.328344
2016 Q4,Northern,Queensland,Visiting,86.5440701
2017 Q1,Northern,Queensland,Visiting,50.1058564
2017 Q2,Northern,Queensland,Visiting,61.1984333
2017 Q3,Northern,Queensland,Visiting,56.8045344
2017 Q4,Northern,Queensland,Visiting,102.7586833
1998 Q1,Outback,Queensland,Business,44.9776056
1998 Q2,Outback,Queensland,Business,97.8865628
1998 Q3,Outback,Queensland,Business,130.2238465
1998 Q4,Outback,Queensland,Business,49.2679883
1999 Q1,Outback,Queensland,Business,35.2117754
1999 Q2,Outback,Queensland,Business,64.9493575
1999 Q3,Outback,Queensland,Business,48.4944985
1999 Q4,Outback,Queensland,Business,13.1106271
2000 Q1,Outback,Queensland,Business,80.4992113
2000 Q2,Outback,Queensland,Business,58.2277976
2000 Q3,Outback,Queensland,Business,91.3085417
2000 Q4,Outback,Queensland,Business,56.1970359
2001 Q1,Outback,Queensland,Business,24.7878093
2001 Q2,Outback,Queensland,Business,31.8372122
2001 Q3,Outback,Queensland,Business,103.7730727
2001 Q4,Outback,Queensland,Business,51.9278574
2002 Q1,Outback,Queensland,Business,35.8645998
2002 Q2,Outback,Queensland,Business,80.0435308
2002 Q3,Outback,Queensland,Business,59.1676344
2002 Q4,Outback,Queensland,Business,52.9871581
2003 Q1,Outback,Queensland,Business,4.5006251
2003 Q2,Outback,Queensland,Business,30.132022
2003 Q3,Outback,Queensland,Business,45.178664499999996
2003 Q4,Outback,Queensland,Business,15.5290462
2004 Q1,Outback,Queensland,Business,7.7280932
2004 Q2,Outback,Queensland,Business,59.2480733
2004 Q3,Outback,Queensland,Business,79.9067863
2004 Q4,Outback,Queensland,Business,38.9401556
2005 Q1,Outback,Queensland,Business,20.1782982
2005 Q2,Outback,Queensland,Business,19.2481471
2005 Q3,Outback,Queensland,Business,94.6815936
2005 Q4,Outback,Queensland,Business,10.7060119
2006 Q1,Outback,Queensland,Business,49.923731
2006 Q2,Outback,Queensland,Business,66.46983
2006 Q3,Outback,Queensland,Business,47.347479
2006 Q4,Outback,Queensland,Business,29.278801
2007 Q1,Outback,Queensland,Business,35.7426477
2007 Q2,Outback,Queensland,Business,44.9947327
2007 Q3,Outback,Queensland,Business,39.7356611
2007 Q4,Outback,Queensland,Business,96.1688999
2008 Q1,Outback,Queensland,Business,24.7309364
2008 Q2,Outback,Queensland,Business,47.8175854
2008 Q3,Outback,Queensland,Business,50.2342837
2008 Q4,Outback,Queensland,Business,63.6815312
2009 Q1,Outback,Queensland,Business,32.1199375
2009 Q2,Outback,Queensland,Business,54.9197514
2009 Q3,Outback,Queensland,Business,66.9573944
2009 Q4,Outback,Queensland,Business,39.5279319
2010 Q1,Outback,Queensland,Business,41.4350542
2010 Q2,Outback,Queensland,Business,74.1800012
2010 Q3,Outback,Queensland,Business,31.3071249
2010 Q4,Outback,Queensland,Business,49.647632
2011 Q1,Outback,Queensland,Business,0
2011 Q2,Outback,Queensland,Business,41.9111654
