Sensor,Date_Time,Date,Time,Count
QV Market-Elizabeth St (West),2016-07-11T10:00:00Z,2016-07-11,20,335
QV Market-Elizabeth St (West),2016-07-11T11:00:00Z,2016-07-11,21,275
QV Market-Elizabeth St (West),2016-07-11T12:00:00Z,2016-07-11,22,173
QV Market-Elizabeth St (West),2016-07-11T13:00:00Z,2016-07-11,23,104
QV Market-Elizabeth St (West),2016-07-11T14:00:00Z,2016-07-12,0,76
QV Market-Elizabeth St (West),2016-07-11T15:00:00Z,2016-07-12,1,58
QV Market-Elizabeth St (West),2016-07-11T16:00:00Z,2016-07-12,2,45
QV Market-Elizabeth St (West),2016-07-11T17:00:00Z,2016-07-12,3,26
QV Market-Elizabeth St (West),2016-07-11T18:00:00Z,2016-07-12,4,26
QV Market-Elizabeth St (West),2016-07-11T19:00:00Z,2016-07-12,5,69
QV Market-Elizabeth St (West),2016-07-11T20:00:00Z,2016-07-12,6,134
QV Market-Elizabeth St (West),2016-07-11T21:00:00Z,2016-07-12,7,271
QV Market-Elizabeth St (West),2016-07-11T22:00:00Z,2016-07-12,8,522
QV Market-Elizabeth St (West),2016-07-11T23:00:00Z,2016-07-12,9,575
QV Market-Elizabeth St (West),2016-07-12T00:00:00Z,2016-07-12,10,814
QV Market-Elizabeth St (West),2016-07-12T01:00:00Z,2016-07-12,11,1106
QV Market-Elizabeth St (West),2016-07-12T02:00:00Z,2016-07-12,12,1683
QV Market-Elizabeth St (West),2016-07-12T03:00:00Z,2016-07-12,13,1754
QV Market-Elizabeth St (West),2016-07-12T04:00:00Z,2016-07-12,14,1016
QV Market-Elizabeth St (West),2016-07-12T05:00:00Z,2016-07-12,15,725
QV Market-Elizabeth St (West),2016-07-12T06:00:00Z,2016-07-12,16,561
QV Market-Elizabeth St (West),2016-07-12T07:00:00Z,2016-07-12,17,540
QV Market-Elizabeth St (West),2016-07-12T08:00:00Z,2016-07-12,18,509
QV Market-Elizabeth St (West),2016-07-12T09:00:00Z,2016-07-12,19,499
QV Market-Elizabeth St (West),2016-07-12T10:00:00Z,2016-07-12,20,322
QV Market-Elizabeth St (West),2016-07-12T11:00:00Z,2016-07-12,21,253
QV Market-Elizabeth St (West),2016-07-12T12:00:00Z,2016-07-12,22,185
QV Market-Elizabeth St (West),2016-07-12T13:00:00Z,2016-07-12,23,131
QV Market-Elizabeth St (West),2016-07-12T14:00:00Z,2016-07-13,0,148
QV Market-Elizabeth St (West),2016-07-12T15:00:00Z,2016-07-13,1,39
QV Market-Elizabeth St (West),2016-07-12T16:00:00Z,2016-07-13,2,23
QV Market-Elizabeth St (West),2016-07-12T17:00:00Z,2016-07-13,3,29
QV Market-Elizabeth St (West),2016-07-12T18:00:00Z,2016-07-13,4,17
QV Market-Elizabeth St (West),2016-07-12T19:00:00Z,2016-07-13,5,40
QV Market-Elizabeth St (West),2016-07-12T20:00:00Z,2016-07-13,6,106
QV Market-Elizabeth St (West),2016-07-12T21:00:00Z,2016-07-13,7,205
QV Market-Elizabeth St (West),2016-07-12T22:00:00Z,2016-07-13,8,426
QV Market-Elizabeth St (West),2016-07-12T23:00:00Z,2016-07-13,9,505
QV Market-Elizabeth St (West),2016-07-13T00:00:00Z,2016-07-13,10,502
QV Market-Elizabeth St (West),2016-07-13T01:00:00Z,2016-07-13,11,665
QV Market-Elizabeth St (West),2016-07-13T02:00:00Z,2016-07-13,12,1140
QV Market-Elizabeth St (West),2016-07-13T03:00:00Z,2016-07-13,13,996
QV Market-Elizabeth St (West),2016-07-13T04:00:00Z,2016-07-13,14,749
QV Market-Elizabeth St (West),2016-07-13T05:00:00Z,2016-07-13,15,546
QV Market-Elizabeth St (West),2016-07-13T06:00:00Z,2016-07-13,16,690
QV Market-Elizabeth St (West),2016-07-13T07:00:00Z,2016-07-13,17,933
QV Market-Elizabeth St (West),2016-07-13T08:00:00Z,2016-07-13,18,1277
QV Market-Elizabeth St (West),2016-07-13T09:00:00Z,2016-07-13,19,1440
QV Market-Elizabeth St (West),2016-07-13T10:00:00Z,2016-07-13,20,1135
QV Market-Elizabeth St (West),2016-07-13T11:00:00Z,2016-07-13,21,738
QV Market-Elizabeth St (West),2016-07-13T12:00:00Z,2016-07-13,22,403
QV Market-Elizabeth St (West),2016-07-13T13:00:00Z,2016-07-13,23,193
QV Market-Elizabeth St (West),2016-07-13T14:00:00Z,2016-07-14,0,100
QV Market-Elizabeth St (West),2016-07-13T15:00:00Z,2016-07-14,1,57
QV Market-Elizabeth St (West),2016-07-13T16:00:00Z,2016-07-14,2,48
QV Market-Elizabeth St (West),2016-07-13T17:00:00Z,2016-07-14,3,31
QV Market-Elizabeth St (West),2016-07-13T18:00:00Z,2016-07-14,4,34
QV Market-Elizabeth St (West),2016-07-13T19:00:00Z,2016-07-14,5,62
QV Market-Elizabeth St (West),2016-07-13T20:00:00Z,2016-07-14,6,151
QV Market-Elizabeth St (West),2016-07-13T21:00:00Z,2016-07-14,7,308
QV Market-Elizabeth St (West),2016-07-13T22:00:00Z,2016-07-14,8,624
QV Market-Elizabeth St (West),2016-07-13T23:00:00Z,2016-07-14,9,769
QV Market-Elizabeth St (West),2016-07-14T00:00:00Z,2016-07-14,10,879
QV Market-Elizabeth St (West),2016-07-14T01:00:00Z,2016-07-14,11,1061
QV Market-Elizabeth St (West),2016-07-14T02:00:00Z,2016-07-14,12,1660
QV Market-Elizabeth St (West),2016-07-14T03:00:00Z,2016-07-14,13,1737
QV Market-Elizabeth St (West),2016-07-14T04:00:00Z,2016-07-14,14,1199
QV Market-Elizabeth St (West),2016-07-14T05:00:00Z,2016-07-14,15,866
QV Market-Elizabeth St (West),2016-07-14T06:00:00Z,2016-07-14,16,644
QV Market-Elizabeth St (West),2016-07-14T07:00:00Z,2016-07-14,17,723
QV Market-Elizabeth St (West),2016-07-14T08:00:00Z,2016-07-14,18,545
QV Market-Elizabeth St (West),2016-07-14T09:00:00Z,2016-07-14,19,513
QV Market-Elizabeth St (West),2016-07-14T10:00:00Z,2016-07-14,20,402
QV Market-Elizabeth St (West),2016-07-14T11:00:00Z,2016-07-14,21,387
QV Market-Elizabeth St (West),2016-07-14T12:00:00Z,2016-07-14,22,280
QV Market-Elizabeth St (West),2016-07-14T13:00:00Z,2016-07-14,23,151
QV Market-Elizabeth St (West),2016-07-14T14:00:00Z,2016-07-15,0,86
QV Market-Elizabeth St (West),2016-07-14T15:00:00Z,2016-07-15,1,95
QV Market-Elizabeth St (West),2016-07-14T16:00:00Z,2016-07-15,2,55
QV Market-Elizabeth St (West),2016-07-14T17:00:00Z,2016-07-15,3,44
QV Market-Elizabeth St (West),2016-07-14T18:00:00Z,2016-07-15,4,51
QV Market-Elizabeth St (West),2016-07-14T19:00:00Z,2016-07-15,5,59
QV Market-Elizabeth St (West),2016-07-14T20:00:00Z,2016-07-15,6,127
QV Market-Elizabeth St (West),2016-07-14T21:00:00Z,2016-07-15,7,315
QV Market-Elizabeth St (West),2016-07-14T22:00:00Z,2016-07-15,8,577
QV Market-Elizabeth St (West),2016-07-14T23:00:00Z,2016-07-15,9,748
QV Market-Elizabeth St (West),2016-07-15T00:00:00Z,2016-07-15,10,918
QV Market-Elizabeth St (West),2016-07-15T01:00:00Z,2016-07-15,11,1209
QV Market-Elizabeth St (West),2016-07-15T02:00:00Z,2016-07-15,12,1941
QV Market-Elizabeth St (West),2016-07-15T03:00:00Z,2016-07-15,13,1937
QV Market-Elizabeth St (West),2016-07-15T04:00:00Z,2016-07-15,14,1376
QV Market-Elizabeth St (West),2016-07-15T05:00:00Z,2016-07-15,15,1188
QV Market-Elizabeth St (West),2016-07-15T06:00:00Z,2016-07-15,16,971
QV Market-Elizabeth St (West),2016-07-15T07:00:00Z,2016-07-15,17,687
QV Market-Elizabeth St (West),2016-07-15T08:00:00Z,2016-07-15,18,516
QV Market-Elizabeth St (West),2016-07-15T09:00:00Z,2016-07-15,19,534
QV Market-Elizabeth St (West),2016-07-15T10:00:00Z,2016-07-15,20,412
QV Market-Elizabeth St (West),2016-07-15T11:00:00Z,2016-07-15,21,453
QV Market-Elizabeth St (West),2016-07-15T12:00:00Z,2016-07-15,22,297
QV Market-Elizabeth St (West),2016-07-15T13:00:00Z,2016-07-15,23,294
QV Market-Elizabeth St (West),2016-07-15T14:00:00Z,2016-07-16,0,222
QV Market-Elizabeth St (West),2016-07-15T15:00:00Z,2016-07-16,1,203
QV Market-Elizabeth St (West),2016-07-15T16:00:00Z,2016-07-16,2,131
QV Market-Elizabeth St (West),2016-07-15T17:00:00Z,2016-07-16,3,179
QV Market-Elizabeth St (West),2016-07-15T18:00:00Z,2016-07-16,4,105
QV Market-Elizabeth St (West),2016-07-15T19:00:00Z,2016-07-16,5,118
QV Market-Elizabeth St (West),2016-07-15T20:00:00Z,2016-07-16,6,203
QV Market-Elizabeth St (West),2016-07-15T21:00:00Z,2016-07-16,7,269
QV Market-Elizabeth St (West),2016-07-15T22:00:00Z,2016-07-16,8,494
QV Market-Elizabeth St (West),2016-07-15T23:00:00Z,2016-07-16,9,899
QV Market-Elizabeth St (West),2016-07-16T00:00:00Z,2016-07-16,10,1630
QV Market-Elizabeth St (West),2016-07-16T01:00:00Z,2016-07-16,11,2128
QV Market-Elizabeth St (West),2016-07-16T02:00:00Z,2016-07-16,12,2028
QV Market-Elizabeth St (West),2016-07-16T03:00:00Z,2016-07-16,13,2259
QV Market-Elizabeth St (West),2016-07-16T04:00:00Z,2016-07-16,14,1918
QV Market-Elizabeth St (West),2016-07-16T05:00:00Z,2016-07-16,15,1591
QV Market-Elizabeth St (West),2016-07-16T06:00:00Z,2016-07-16,16,867
QV Market-Elizabeth St (West),2016-07-16T07:00:00Z,2016-07-16,17,589
QV Market-Elizabeth St (West),2016-07-16T08:00:00Z,2016-07-16,18,550
QV Market-Elizabeth St (West),2016-07-16T09:00:00Z,2016-07-16,19,534
QV Market-Elizabeth St (West),2016-07-16T10:00:00Z,2016-07-16,20,467
QV Market-Elizabeth St (West),2016-07-16T11:00:00Z,2016-07-16,21,371
QV Market-Elizabeth St (West),2016-07-16T12:00:00Z,2016-07-16,22,265
QV Market-Elizabeth St (West),2016-07-16T13:00:00Z,2016-07-16,23,207
QV Market-Elizabeth St (West),2016-07-16T14:00:00Z,2016-07-17,0,172
QV Market-Elizabeth St (West),2016-07-16T15:00:00Z,2016-07-17,1,167
QV Market-Elizabeth St (West),2016-07-16T16:00:00Z,2016-07-17,2,112
QV Market-Elizabeth St (West),2016-07-16T17:00:00Z,2016-07-17,3,82
QV Market-Elizabeth St (West),2016-07-16T18:00:00Z,2016-07-17,4,68
QV Market-Elizabeth St (West),2016-07-16T19:00:00Z,2016-07-17,5,53
QV Market-Elizabeth St (West),2016-07-16T20:00:00Z,2016-07-17,6,71
QV Market-Elizabeth St (West),2016-07-16T21:00:00Z,2016-07-17,7,163
QV Market-Elizabeth St (West),2016-07-16T22:00:00Z,2016-07-17,8,306
QV Market-Elizabeth St (West),2016-07-16T23:00:00Z,2016-07-17,9,666
QV Market-Elizabeth St (West),2016-07-17T00:00:00Z,2016-07-17,10,1217
QV Market-Elizabeth St (West),2016-07-17T01:00:00Z,2016-07-17,11,1540
QV Market-Elizabeth St (West),2016-07-17T02:00:00Z,2016-07-17,12,1770
QV Market-Elizabeth St (West),2016-07-17T03:00:00Z,2016-07-17,13,1977
QV Market-Elizabeth St (West),2016-07-17T04:00:00Z,2016-07-17,14,1751
QV Market-Elizabeth St (West),2016-07-17T05:00:00Z,2016-07-17,15,1387
QV Market-Elizabeth St (West),2016-07-17T06:00:00Z,2016-07-17,16,825
QV Market-Elizabeth St (West),2016-07-17T07:00:00Z,2016-07-17,17,524
QV Market-Elizabeth St (West),2016-07-17T08:00:00Z,2016-07-17,18,370
QV Market-Elizabeth St (West),2016-07-17T09:00:00Z,2016-07-17,19,383
QV Market-Elizabeth St (West),2016-07-17T10:00:00Z,2016-07-17,20,307
QV Market-Elizabeth St (West),2016-07-17T11:00:00Z,2016-07-17,21,267
QV Market-Elizabeth St (West),2016-07-17T12:00:00Z,2016-07-17,22,184
QV Market-Elizabeth St (West),2016-07-17T13:00:00Z,2016-07-17,23,164
QV Market-Elizabeth St (West),2016-07-17T14:00:00Z,2016-07-18,0,67
QV Market-Elizabeth St (West),2016-07-17T15:00:00Z,2016-07-18,1,29
QV Market-Elizabeth St (West),2016-07-17T16:00:00Z,2016-07-18,2,28
QV Market-Elizabeth St (West),2016-07-17T17:00:00Z,2016-07-18,3,26
QV Market-Elizabeth St (West),2016-07-17T18:00:00Z,2016-07-18,4,17
QV Market-Elizabeth St (West),2016-07-17T19:00:00Z,2016-07-18,5,28
QV Market-Elizabeth St (West),2016-07-17T20:00:00Z,2016-07-18,6,112
QV Market-Elizabeth St (West),2016-07-17T21:00:00Z,2016-07-18,7,222
QV Market-Elizabeth St (West),2016-07-17T22:00:00Z,2016-07-18,8,374
QV Market-Elizabeth St (West),2016-07-17T23:00:00Z,2016-07-18,9,481
QV Market-Elizabeth St (West),2016-07-18T00:00:00Z,2016-07-18,10,552
QV Market-Elizabeth St (West),2016-07-18T01:00:00Z,2016-07-18,11,672
QV Market-Elizabeth St (West),2016-07-18T02:00:00Z,2016-07-18,12,1117
QV Market-Elizabeth St (West),2016-07-18T03:00:00Z,2016-07-18,13,1071
QV Market-Elizabeth St (West),2016-07-18T04:00:00Z,2016-07-18,14,718
QV Market-Elizabeth St (West),2016-07-18T05:00:00Z,2016-07-18,15,692
QV Market-Elizabeth St (West),2016-07-18T06:00:00Z,2016-07-18,16,640
QV Market-Elizabeth St (West),2016-07-18T07:00:00Z,2016-07-18,17,684
QV Market-Elizabeth St (West),2016-07-18T08:00:00Z,2016-07-18,18,574
QV Market-Elizabeth St (West),2016-07-18T09:00:00Z,2016-07-18,19,456
QV Market-Elizabeth St (West),2016-07-18T10:00:00Z,2016-07-18,20,369
QV Market-Elizabeth St (West),2016-07-18T11:00:00Z,2016-07-18,21,247
QV Market-Elizabeth St (West),2016-07-18T12:00:00Z,2016-07-18,22,203
QV Market-Elizabeth St (West),2016-07-18T13:00:00Z,2016-07-18,23,117
QV Market-Elizabeth St (West),2016-07-18T14:00:00Z,2016-07-19,0,96
QV Market-Elizabeth St (West),2016-07-18T15:00:00Z,2016-07-19,1,74
QV Market-Elizabeth St (West),2016-07-18T16:00:00Z,2016-07-19,2,43
QV Market-Elizabeth St (West),2016-07-18T17:00:00Z,2016-07-19,3,36
QV Market-Elizabeth St (West),2016-07-18T18:00:00Z,2016-07-19,4,21
QV Market-Elizabeth St (West),2016-07-18T19:00:00Z,2016-07-19,5,70
QV Market-Elizabeth St (West),2016-07-18T20:00:00Z,2016-07-19,6,165
QV Market-Elizabeth St (West),2016-07-18T21:00:00Z,2016-07-19,7,297
QV Market-Elizabeth St (West),2016-07-18T22:00:00Z,2016-07-19,8,608
QV Market-Elizabeth St (West),2016-07-18T23:00:00Z,2016-07-19,9,650
QV Market-Elizabeth St (West),2016-07-19T00:00:00Z,2016-07-19,10,866
QV Market-Elizabeth St (West),2016-07-19T01:00:00Z,2016-07-19,11,1156
QV Market-Elizabeth St (West),2016-07-19T02:00:00Z,2016-07-19,12,1869
QV Market-Elizabeth St (West),2016-07-19T03:00:00Z,2016-07-19,13,1847
QV Market-Elizabeth St (West),2016-07-19T04:00:00Z,2016-07-19,14,1241
QV Market-Elizabeth St (West),2016-07-19T05:00:00Z,2016-07-19,15,773
QV Market-Elizabeth St (West),2016-07-19T06:00:00Z,2016-07-19,16,675
QV Market-Elizabeth St (West),2016-07-19T07:00:00Z,2016-07-19,17,754
QV Market-Elizabeth St (West),2016-07-19T08:00:00Z,2016-07-19,18,546
QV Market-Elizabeth St (West),2016-07-19T09:00:00Z,2016-07-19,19,423
QV Market-Elizabeth St (West),2016-07-19T10:00:00Z,2016-07-19,20,344
QV Market-Elizabeth St (West),2016-07-19T11:00:00Z,2016-07-19,21,200
QV Market-Elizabeth St (West),2016-07-19T12:00:00Z,2016-07-19,22,172
QV Market-Elizabeth St (West),2016-07-19T13:00:00Z,2016-07-19,23,138
QV Market-Elizabeth St (West),2016-07-19T14:00:00Z,2016-07-20,0,71
QV Market-Elizabeth St (West),2016-07-19T15:00:00Z,2016-07-20,1,96
QV Market-Elizabeth St (West),2016-07-19T16:00:00Z,2016-07-20,2,79
QV Market-Elizabeth St (West),2016-07-19T17:00:00Z,2016-07-20,3,32
QV Market-Elizabeth St (West),2016-07-19T18:00:00Z,2016-07-20,4,25
QV Market-Elizabeth St (West),2016-07-19T19:00:00Z,2016-07-20,5,37
QV Market-Elizabeth St (West),2016-07-19T20:00:00Z,2016-07-20,6,198
QV Market-Elizabeth St (West),2016-07-19T21:00:00Z,2016-07-20,7,243
QV Market-Elizabeth St (West),2016-07-19T22:00:00Z,2016-07-20,8,448
QV Market-Elizabeth St (West),2016-07-19T23:00:00Z,2016-07-20,9,609
QV Market-Elizabeth St (West),2016-07-20T00:00:00Z,2016-07-20,10,639
QV Market-Elizabeth St (West),2016-07-20T01:00:00Z,2016-07-20,11,693
QV Market-Elizabeth St (West),2016-07-20T02:00:00Z,2016-07-20,12,1219
QV Market-Elizabeth St (West),2016-07-20T03:00:00Z,2016-07-20,13,1067
QV Market-Elizabeth St (West),2016-07-20T04:00:00Z,2016-07-20,14,809
QV Market-Elizabeth St (West),2016-07-20T05:00:00Z,2016-07-20,15,686
QV Market-Elizabeth St (West),2016-07-20T06:00:00Z,2016-07-20,16,811
QV Market-Elizabeth St (West),2016-07-20T07:00:00Z,2016-07-20,17,1191
QV Market-Elizabeth St (West),2016-07-20T08:00:00Z,2016-07-20,18,1481
QV Market-Elizabeth St (West),2016-07-20T09:00:00Z,2016-07-20,19,1533
QV Market-Elizabeth St (West),2016-07-20T10:00:00Z,2016-07-20,20,1160
QV Market-Elizabeth St (West),2016-07-20T11:00:00Z,2016-07-20,21,880
QV Market-Elizabeth St (West),2016-07-20T12:00:00Z,2016-07-20,22,454
QV Market-Elizabeth St (West),2016-07-20T13:00:00Z,2016-07-20,23,178
QV Market-Elizabeth St (West),2016-07-20T14:00:00Z,2016-07-21,0,105
QV Market-Elizabeth St (West),2016-07-20T15:00:00Z,2016-07-21,1,80
QV Market-Elizabeth St (West),2016-07-20T16:00:00Z,2016-07-21,2,45
QV Market-Elizabeth St (West),2016-07-20T17:00:00Z,2016-07-21,3,30
QV Market-Elizabeth St (West),2016-07-20T18:00:00Z,2016-07-21,4,39
QV Market-Elizabeth St (West),2016-07-20T19:00:00Z,2016-07-21,5,56
QV Market-Elizabeth St (West),2016-07-20T20:00:00Z,2016-07-21,6,140
QV Market-Elizabeth St (West),2016-07-20T21:00:00Z,2016-07-21,7,297
QV Market-Elizabeth St (West),2016-07-20T22:00:00Z,2016-07-21,8,390
QV Market-Elizabeth St (West),2016-07-20T23:00:00Z,2016-07-21,9,627
QV Market-Elizabeth St (West),2016-07-21T00:00:00Z,2016-07-21,10,793
QV Market-Elizabeth St (West),2016-07-21T01:00:00Z,2016-07-21,11,1072
QV Market-Elizabeth St (West),2016-07-21T02:00:00Z,2016-07-21,12,1808
QV Market-Elizabeth St (West),2016-07-21T03:00:00Z,2016-07-21,13,1731
QV Market-Elizabeth St (West),2016-07-21T04:00:00Z,2016-07-21,14,1187
QV Market-Elizabeth St (West),2016-07-21T05:00:00Z,2016-07-21,15,957
QV Market-Elizabeth St (West),2016-07-21T06:00:00Z,2016-07-21,16,719
QV Market-Elizabeth St (West),2016-07-21T07:00:00Z,2016-07-21,17,804
QV Market-Elizabeth St (West),2016-07-21T08:00:00Z,2016-07-21,18,606
QV Market-Elizabeth St (West),2016-07-21T09:00:00Z,2016-07-21,19,494
QV Market-Elizabeth St (West),2016-07-21T10:00:00Z,2016-07-21,20,515
QV Market-Elizabeth St (West),2016-07-21T11:00:00Z,2016-07-21,21,372
QV Market-Elizabeth St (West),2016-07-21T12:00:00Z,2016-07-21,22,235
QV Market-Elizabeth St (West),2016-07-21T13:00:00Z,2016-07-21,23,127
QV Market-Elizabeth St (West),2016-07-21T14:00:00Z,2016-07-22,0,134
QV Market-Elizabeth St (West),2016-07-21T15:00:00Z,2016-07-22,1,129
QV Market-Elizabeth St (West),2016-07-21T16:00:00Z,2016-07-22,2,66
QV Market-Elizabeth St (West),2016-07-21T17:00:00Z,2016-07-22,3,49
QV Market-Elizabeth St (West),2016-07-21T18:00:00Z,2016-07-22,4,41
QV Market-Elizabeth St (West),2016-07-21T19:00:00Z,2016-07-22,5,57
QV Market-Elizabeth St (West),2016-07-21T20:00:00Z,2016-07-22,6,123
QV Market-Elizabeth St (West),2016-07-21T21:00:00Z,2016-07-22,7,252
QV Market-Elizabeth St (West),2016-07-21T22:00:00Z,2016-07-22,8,545
QV Market-Elizabeth St (West),2016-07-21T23:00:00Z,2016-07-22,9,710
QV Market-Elizabeth St (West),2016-07-22T00:00:00Z,2016-07-22,10,859
QV Market-Elizabeth St (West),2016-07-22T01:00:00Z,2016-07-22,11,993
QV Market-Elizabeth St (West),2016-07-22T02:00:00Z,2016-07-22,12,1682
QV Market-Elizabeth St (West),2016-07-22T03:00:00Z,2016-07-22,13,1754
QV Market-Elizabeth St (West),2016-07-22T04:00:00Z,2016-07-22,14,1255
QV Market-Elizabeth St (West),2016-07-22T05:00:00Z,2016-07-22,15,1003
QV Market-Elizabeth St (West),2016-07-22T06:00:00Z,2016-07-22,16,852
QV Market-Elizabeth St (West),2016-07-22T07:00:00Z,2016-07-22,17,674
QV Market-Elizabeth St (West),2016-07-22T08:00:00Z,2016-07-22,18,599
QV Market-Elizabeth St (West),2016-07-22T09:00:00Z,2016-07-22,19,521
QV Market-Elizabeth St (West),2016-07-22T10:00:00Z,2016-07-22,20,439
QV Market-Elizabeth St (West),2016-07-22T11:00:00Z,2016-07-22,21,372
QV Market-Elizabeth St (West),2016-07-22T12:00:00Z,2016-07-22,22,263
QV Market-Elizabeth St (West),2016-07-22T13:00:00Z,2016-07-22,23,245
QV Market-Elizabeth St (West),2016-07-22T14:00:00Z,2016-07-23,0,194
QV Market-Elizabeth St (West),2016-07-22T15:00:00Z,2016-07-23,1,115
QV Market-Elizabeth St (West),2016-07-22T16:00:00Z,2016-07-23,2,170
QV Market-Elizabeth St (West),2016-07-22T17:00:00Z,2016-07-23,3,153
QV Market-Elizabeth St (West),2016-07-22T18:00:00Z,2016-07-23,4,100
QV Market-Elizabeth St (West),2016-07-22T19:00:00Z,2016-07-23,5,92
QV Market-Elizabeth St (West),2016-07-22T20:00:00Z,2016-07-23,6,147
QV Market-Elizabeth St (West),2016-07-22T21:00:00Z,2016-07-23,7,258
QV Market-Elizabeth St (West),2016-07-22T22:00:00Z,2016-07-23,8,424
QV Market-Elizabeth St (West),2016-07-22T23:00:00Z,2016-07-23,9,803
QV Market-Elizabeth St (West),2016-07-23T00:00:00Z,2016-07-23,10,1233
QV Market-Elizabeth St (West),2016-07-23T01:00:00Z,2016-07-23,11,1636
QV Market-Elizabeth St (West),2016-07-23T02:00:00Z,2016-07-23,12,1859
QV Market-Elizabeth St (West),2016-07-23T03:00:00Z,2016-07-23,13,1796
QV Market-Elizabeth St (West),2016-07-23T04:00:00Z,2016-07-23,14,1648
QV Market-Elizabeth St (West),2016-07-23T05:00:00Z,2016-07-23,15,1118
QV Market-Elizabeth St (West),2016-07-23T06:00:00Z,2016-07-23,16,658
QV Market-Elizabeth St (West),2016-07-23T07:00:00Z,2016-07-23,17,530
QV Market-Elizabeth St (West),2016-07-23T08:00:00Z,2016-07-23,18,476
QV Market-Elizabeth St (West),2016-07-23T09:00:00Z,2016-07-23,19,420
QV Market-Elizabeth St (West),2016-07-23T10:00:00Z,2016-07-23,20,373
QV Market-Elizabeth St (West),2016-07-23T11:00:00Z,2016-07-23,21,337
QV Market-Elizabeth St (West),2016-07-23T12:00:00Z,2016-07-23,22,269
QV Market-Elizabeth St (West),2016-07-23T13:00:00Z,2016-07-23,23,202
QV Market-Elizabeth St (West),2016-07-23T14:00:00Z,2016-07-24,0,159
QV Market-Elizabeth St (West),2016-07-23T15:00:00Z,2016-07-24,1,145
QV Market-Elizabeth St (West),2016-07-23T16:00:00Z,2016-07-24,2,138
QV Market-Elizabeth St (West),2016-07-23T17:00:00Z,2016-07-24,3,90
QV Market-Elizabeth St (West),2016-07-23T18:00:00Z,2016-07-24,4,86
QV Market-Elizabeth St (West),2016-07-23T19:00:00Z,2016-07-24,5,49
QV Market-Elizabeth St (West),2016-07-23T20:00:00Z,2016-07-24,6,73
QV Market-Elizabeth St (West),2016-07-23T21:00:00Z,2016-07-24,7,164
QV Market-Elizabeth St (West),2016-07-23T22:00:00Z,2016-07-24,8,304
QV Market-Elizabeth St (West),2016-07-23T23:00:00Z,2016-07-24,9,621
QV Market-Elizabeth St (West),2016-07-24T00:00:00Z,2016-07-24,10,1089
QV Market-Elizabeth St (West),2016-07-24T01:00:00Z,2016-07-24,11,1375
QV Market-Elizabeth St (West),2016-07-24T02:00:00Z,2016-07-24,12,1706
QV Market-Elizabeth St (West),2016-07-24T03:00:00Z,2016-07-24,13,1844
QV Market-Elizabeth St (West),2016-07-24T04:00:00Z,2016-07-24,14,1669
QV Market-Elizabeth St (West),2016-07-24T05:00:00Z,2016-07-24,15,1349
QV Market-Elizabeth St (West),2016-07-24T06:00:00Z,2016-07-24,16,818
QV Market-Elizabeth St (West),2016-07-24T07:00:00Z,2016-07-24,17,484
QV Market-Elizabeth St (West),2016-07-24T08:00:00Z,2016-07-24,18,465
QV Market-Elizabeth St (West),2016-07-24T09:00:00Z,2016-07-24,19,427
QV Market-Elizabeth St (West),2016-07-24T10:00:00Z,2016-07-24,20,296
QV Market-Elizabeth St (West),2016-07-24T11:00:00Z,2016-07-24,21,247
QV Market-Elizabeth St (West),2016-07-24T12:00:00Z,2016-07-24,22,226
QV Market-Elizabeth St (West),2016-07-24T13:00:00Z,2016-07-24,23,153
QV Market-Elizabeth St (West),2016-07-24T14:00:00Z,2016-07-25,0,108
QV Market-Elizabeth St (West),2016-07-24T15:00:00Z,2016-07-25,1,29
QV Market-Elizabeth St (West),2016-07-24T16:00:00Z,2016-07-25,2,46
QV Market-Elizabeth St (West),2016-07-24T17:00:00Z,2016-07-25,3,24
QV Market-Elizabeth St (West),2016-07-24T18:00:00Z,2016-07-25,4,26
QV Market-Elizabeth St (West),2016-07-24T19:00:00Z,2016-07-25,5,35
QV Market-Elizabeth St (West),2016-07-24T20:00:00Z,2016-07-25,6,91
QV Market-Elizabeth St (West),2016-07-24T21:00:00Z,2016-07-25,7,196
QV Market-Elizabeth St (West),2016-07-24T22:00:00Z,2016-07-25,8,464
QV Market-Elizabeth St (West),2016-07-24T23:00:00Z,2016-07-25,9,466
QV Market-Elizabeth St (West),2016-07-25T00:00:00Z,2016-07-25,10,512
QV Market-Elizabeth St (West),2016-07-25T01:00:00Z,2016-07-25,11,791
QV Market-Elizabeth St (West),2016-07-25T02:00:00Z,2016-07-25,12,1090
QV Market-Elizabeth St (West),2016-07-25T03:00:00Z,2016-07-25,13,1048
QV Market-Elizabeth St (West),2016-07-25T04:00:00Z,2016-07-25,14,761
QV Market-Elizabeth St (West),2016-07-25T05:00:00Z,2016-07-25,15,682
QV Market-Elizabeth St (West),2016-07-25T06:00:00Z,2016-07-25,16,614
QV Market-Elizabeth St (West),2016-07-25T07:00:00Z,2016-07-25,17,660
QV Market-Elizabeth St (West),2016-07-25T08:00:00Z,2016-07-25,18,441
QV Market-Elizabeth St (West),2016-07-25T09:00:00Z,2016-07-25,19,365
QV Market-Elizabeth St (West),2016-07-25T10:00:00Z,2016-07-25,20,392
QV Market-Elizabeth St (West),2016-07-25T11:00:00Z,2016-07-25,21,231
QV Market-Elizabeth St (West),2016-07-25T12:00:00Z,2016-07-25,22,167
