Week,Airports,Class,Passengers
1990 W49,SYD-BNE,Economy,14581
1990 W50,SYD-BNE,Economy,16422
1990 W51,SYD-BNE,Economy,15038
1990 W52,SYD-BNE,Economy,15808
1991 W01,SYD-BNE,Economy,14635
1991 W02,SYD-BNE,Economy,15005
1991 W03,SYD-BNE,Economy,14845
1991 W04,SYD-BNE,Economy,12367
1991 W05,SYD-BNE,Economy,13495
1991 W06,SYD-BNE,Economy,13382
1991 W07,SYD-BNE,Economy,13619
1991 W08,SYD-BNE,Economy,12759
1991 W09,SYD-BNE,Economy,11605
1991 W10,SYD-BNE,Economy,12660
1991 W11,SYD-BNE,Economy,12056
1991 W12,SYD-BNE,Economy,14875
1991 W13,SYD-BNE,Economy,13297
1991 W14,SYD-BNE,Economy,13699
1991 W15,SYD-BNE,Economy,13008
1991 W16,SYD-BNE,Economy,13670
1991 W17,SYD-BNE,Economy,14050
1991 W18,SYD-BNE,Economy,13488
1991 W19,SYD-BNE,Economy,14215
1991 W20,SYD-BNE,Economy,13630
1991 W21,SYD-BNE,Economy,13660
1991 W22,SYD-BNE,Economy,13932
1991 W23,SYD-BNE,Economy,16136
1991 W24,SYD-BNE,Economy,16118
1991 W25,SYD-BNE,Economy,15830
1991 W26,SYD-BNE,Economy,18003
1991 W27,SYD-BNE,Economy,19442
1991 W28,SYD-BNE,Economy,19820
1991 W29,SYD-BNE,Economy,18040
1991 W30,SYD-BNE,Economy,16621
1991 W31,SYD-BNE,Economy,17490
1991 W32,SYD-BNE,Economy,18425
1991 W33,SYD-BNE,Economy,18620
1991 W34,SYD-BNE,Economy,18780
1991 W35,SYD-BNE,Economy,19590
1991 W36,SYD-BNE,Economy,19965
1991 W37,SYD-BNE,Economy,20675
1991 W38,SYD-BNE,Economy,21004
1991 W39,SYD-BNE,Economy,22770
1991 W40,SYD-BNE,Economy,22335
1991 W41,SYD-BNE,Economy,21700
1991 W42,SYD-BNE,Economy,19867
1991 W43,SYD-BNE,Economy,18561
1991 W44,SYD-BNE,Economy,18511
1991 W45,SYD-BNE,Economy,20316
1991 W46,SYD-BNE,Economy,19699
1991 W47,SYD-BNE,Economy,20163
1991 W48,SYD-BNE,Economy,17344
1991 W49,SYD-BNE,Economy,16967
1991 W50,SYD-BNE,Economy,19076
1991 W51,SYD-BNE,Economy,22248
1991 W52,SYD-BNE,Economy,21741
1992 W01,SYD-BNE,Economy,21103
1992 W02,SYD-BNE,Economy,19486
1992 W03,SYD-BNE,Economy,18503
1992 W04,SYD-BNE,Economy,16502
1992 W05,SYD-BNE,Economy,15414
1992 W06,SYD-BNE,Economy,17317
1992 W07,SYD-BNE,Economy,16995
1992 W08,SYD-BNE,Economy,16099
1992 W09,SYD-BNE,Economy,15234
1992 W10,SYD-BNE,Economy,15236
1992 W11,SYD-BNE,Economy,15406
1992 W12,SYD-BNE,Economy,12665
1992 W13,SYD-BNE,Economy,12038
1992 W14,SYD-BNE,Economy,12566
1992 W15,SYD-BNE,Economy,15869
1992 W16,SYD-BNE,Economy,15399
1992 W17,SYD-BNE,Economy,12437
1992 W18,SYD-BNE,Economy,11981
1992 W19,SYD-BNE,Economy,12006
1992 W20,SYD-BNE,Economy,13315
1992 W21,SYD-BNE,Economy,12415
1992 W22,SYD-BNE,Economy,14444
1992 W23,SYD-BNE,Economy,14109
1992 W24,SYD-BNE,Economy,15411
1992 W25,SYD-BNE,Economy,16466
1992 W26,SYD-BNE,Economy,18798
1992 W27,SYD-BNE,Economy,17499
1992 W28,SYD-BNE,Economy,20474
1992 W29,SYD-BNE,Economy,18394
1992 W30,SYD-BNE,Economy,17462
1992 W31,SYD-BNE,Economy,16751
1992 W32,SYD-BNE,Economy,17471
1992 W33,SYD-BNE,Economy,18263
1992 W34,SYD-BNE,Economy,18162
1992 W35,SYD-BNE,Economy,17316
1992 W36,SYD-BNE,Economy,18107
1992 W37,SYD-BNE,Economy,19876
1992 W38,SYD-BNE,Economy,19745
1992 W39,SYD-BNE,Economy,20766
1992 W40,SYD-BNE,Economy,19809
1992 W41,SYD-BNE,Economy,17856
1992 W42,SYD-BNE,Economy,17311
1992 W43,SYD-BNE,Economy,17674
1992 W44,SYD-BNE,Economy,16481
1992 W45,SYD-BNE,Economy,16375
1992 W46,SYD-BNE,Economy,16906
1992 W47,SYD-BNE,Economy,17649
1987 W26,SYD-BNE,First,993
1987 W27,SYD-BNE,First,945
1987 W28,SYD-BNE,First,1043
1987 W29,SYD-BNE,First,1091
1987 W30,SYD-BNE,First,1054
1987 W31,SYD-BNE,First,1190
1987 W32,SYD-BNE,First,1010
1987 W33,SYD-BNE,First,1112
1987 W34,SYD-BNE,First,1162
1987 W35,SYD-BNE,First,1032
1987 W36,SYD-BNE,First,1006
1987 W37,SYD-BNE,First,1219
1987 W39,SYD-BNE,First,1102
1987 W40,SYD-BNE,First,1075
1987 W41,SYD-BNE,First,1067
1987 W42,SYD-BNE,First,985
1987 W43,SYD-BNE,First,1166
1987 W44,SYD-BNE,First,1032
1987 W45,SYD-BNE,First,1163
1987 W46,SYD-BNE,First,1222
1987 W47,SYD-BNE,First,1217
1987 W48,SYD-BNE,First,1131
1987 W49,SYD-BNE,First,1170
1987 W50,SYD-BNE,First,952
1987 W51,SYD-BNE,First,522
1987 W52,SYD-BNE,First,395
1987 W53,SYD-BNE,First,626
1988 W01,SYD-BNE,First,737
1988 W02,SYD-BNE,First,841
1988 W03,SYD-BNE,First,935
1988 W04,SYD-BNE,First,1074
1988 W05,SYD-BNE,First,1202
1988 W06,SYD-BNE,First,1231
1988 W07,SYD-BNE,First,1278
1988 W08,SYD-BNE,First,1138
1988 W09,SYD-BNE,First,1023
1988 W10,SYD-BNE,First,1193
1988 W11,SYD-BNE,First,1251
1988 W12,SYD-BNE,First,807
1988 W13,SYD-BNE,First,738
1988 W14,SYD-BNE,First,1140
1988 W15,SYD-BNE,First,1313
1988 W16,SYD-BNE,First,1277
1988 W17,SYD-BNE,First,1510
1988 W18,SYD-BNE,First,1441
1988 W19,SYD-BNE,First,1380
1988 W20,SYD-BNE,First,1381
1988 W21,SYD-BNE,First,1269
1988 W22,SYD-BNE,First,1371
1988 W23,SYD-BNE,First,1191
1988 W24,SYD-BNE,First,1285
1988 W25,SYD-BNE,First,1484
1988 W26,SYD-BNE,First,1437
1988 W27,SYD-BNE,First,1480
1988 W28,SYD-BNE,First,1501
1988 W29,SYD-BNE,First,1314
1988 W30,SYD-BNE,First,1258
1988 W31,SYD-BNE,First,1095
1988 W32,SYD-BNE,First,1273
1988 W33,SYD-BNE,First,1353
1988 W34,SYD-BNE,First,1447
1988 W35,SYD-BNE,First,1307
1988 W36,SYD-BNE,First,1457
1988 W37,SYD-BNE,First,1339
1988 W38,SYD-BNE,First,1444
1988 W39,SYD-BNE,First,1007
1988 W40,SYD-BNE,First,1220
1988 W41,SYD-BNE,First,1030
1988 W42,SYD-BNE,First,1283
1988 W43,SYD-BNE,First,1152
1988 W44,SYD-BNE,First,1211
1988 W45,SYD-BNE,First,1262
1988 W46,SYD-BNE,First,1279
1988 W47,SYD-BNE,First,1210
1988 W48,SYD-BNE,First,1198
1988 W49,SYD-BNE,First,1095
1988 W50,SYD-BNE,First,869
1988 W51,SYD-BNE,First,466
1988 W52,SYD-BNE,First,550
1989 W01,SYD-BNE,First,679
1989 W02,SYD-BNE,First,872
1989 W03,SYD-BNE,First,890
1989 W04,SYD-BNE,First,914
1989 W05,SYD-BNE,First,1254
1989 W06,SYD-BNE,First,1248
1989 W07,SYD-BNE,First,1156
1989 W08,SYD-BNE,First,1154
1989 W09,SYD-BNE,First,1172
1989 W10,SYD-BNE,First,1327
1989 W11,SYD-BNE,First,1025
1989 W12,SYD-BNE,First,860
1989 W13,SYD-BNE,First,1002
1989 W14,SYD-BNE,First,1023
1989 W15,SYD-BNE,First,1241
1989 W16,SYD-BNE,First,993
1989 W17,SYD-BNE,First,1151
1989 W18,SYD-BNE,First,1098
1989 W19,SYD-BNE,First,1141
1989 W20,SYD-BNE,First,1077
1989 W21,SYD-BNE,First,1000
1989 W22,SYD-BNE,First,1205
1989 W23,SYD-BNE,First,956
1989 W24,SYD-BNE,First,1063
1989 W25,SYD-BNE,First,1042
1989 W26,SYD-BNE,First,949
1989 W27,SYD-BNE,First,1048
1989 W28,SYD-BNE,First,976
1989 W29,SYD-BNE,First,941
1989 W30,SYD-BNE,First,851
1989 W31,SYD-BNE,First,1008
1989 W32,SYD-BNE,First,798
1989 W33,SYD-BNE,First,254
1989 W34,SYD-BNE,First,0
1989 W35,SYD-BNE,First,0
1989 W36,SYD-BNE,First,0
1989 W37,SYD-BNE,First,0
1989 W38,SYD-BNE,First,0
1989 W39,SYD-BNE,First,0
1989 W40,SYD-BNE,First,0
1989 W41,SYD-BNE,First,20
1989 W42,SYD-BNE,First,5
1989 W43,SYD-BNE,First,151
1989 W44,SYD-BNE,First,246
1989 W45,SYD-BNE,First,234
1989 W46,SYD-BNE,First,244
1989 W47,SYD-BNE,First,312
1989 W48,SYD-BNE,First,267
1989 W49,SYD-BNE,First,272
1989 W50,SYD-BNE,First,414
1989 W51,SYD-BNE,First,172
1989 W52,SYD-BNE,First,259
1990 W01,SYD-BNE,First,314
1990 W02,SYD-BNE,First,428
1990 W03,SYD-BNE,First,558
1990 W04,SYD-BNE,First,498
1990 W05,SYD-BNE,First,683
1990 W06,SYD-BNE,First,678
1990 W07,SYD-BNE,First,729
1990 W08,SYD-BNE,First,673
1990 W09,SYD-BNE,First,726
1990 W10,SYD-BNE,First,637
1990 W11,SYD-BNE,First,675
1990 W12,SYD-BNE,First,651
1990 W13,SYD-BNE,First,757
1990 W14,SYD-BNE,First,598
1990 W15,SYD-BNE,First,600
1990 W16,SYD-BNE,First,644
1990 W17,SYD-BNE,First,732
1990 W18,SYD-BNE,First,671
1990 W19,SYD-BNE,First,650
1990 W20,SYD-BNE,First,644
1990 W21,SYD-BNE,First,660
1990 W22,SYD-BNE,First,647
1990 W23,SYD-BNE,First,636
1990 W24,SYD-BNE,First,716
1990 W25,SYD-BNE,First,723
1990 W26,SYD-BNE,First,672
1990 W27,SYD-BNE,First,582
1990 W28,SYD-BNE,First,656
1990 W29,SYD-BNE,First,672
1990 W30,SYD-BNE,First,586
1990 W31,SYD-BNE,First,603
1990 W32,SYD-BNE,First,628
1990 W33,SYD-BNE,First,661
1990 W34,SYD-BNE,First,651
1990 W35,SYD-BNE,First,634
1990 W36,SYD-BNE,First,584
1990 W37,SYD-BNE,First,702
1990 W38,SYD-BNE,First,580
1990 W39,SYD-BNE,First,590
1990 W40,SYD-BNE,First,755
1990 W41,SYD-BNE,First,635
1990 W42,SYD-BNE,First,757
1990 W43,SYD-BNE,First,590
1990 W44,SYD-BNE,First,551
1990 W45,SYD-BNE,First,610
1990 W46,SYD-BNE,First,684
1990 W47,SYD-BNE,First,690
1990 W48,SYD-BNE,First,530
1990 W49,SYD-BNE,First,648
1990 W50,SYD-BNE,First,505
1990 W51,SYD-BNE,First,189
1990 W52,SYD-BNE,First,201
1991 W01,SYD-BNE,First,295
1991 W02,SYD-BNE,First,409
1991 W03,SYD-BNE,First,408
1991 W04,SYD-BNE,First,317
1991 W05,SYD-BNE,First,489
1991 W06,SYD-BNE,First,428
1991 W07,SYD-BNE,First,497
1991 W08,SYD-BNE,First,453
1991 W09,SYD-BNE,First,423
1991 W10,SYD-BNE,First,461
1991 W11,SYD-BNE,First,455
1991 W12,SYD-BNE,First,400
1991 W13,SYD-BNE,First,339
1991 W14,SYD-BNE,First,422
1991 W15,SYD-BNE,First,382
1991 W16,SYD-BNE,First,401
1991 W17,SYD-BNE,First,467
1991 W18,SYD-BNE,First,397
1991 W19,SYD-BNE,First,372
1991 W20,SYD-BNE,First,444
1991 W21,SYD-BNE,First,416
1991 W22,SYD-BNE,First,379
1991 W23,SYD-BNE,First,499
1991 W24,SYD-BNE,First,465
1991 W25,SYD-BNE,First,458
1991 W26,SYD-BNE,First,468
1991 W27,SYD-BNE,First,448
1991 W28,SYD-BNE,First,422
1991 W29,SYD-BNE,First,534
1991 W30,SYD-BNE,First,362
1991 W31,SYD-BNE,First,425
1991 W32,SYD-BNE,First,343
1991 W33,SYD-BNE,First,458
1991 W34,SYD-BNE,First,462
1991 W35,SYD-BNE,First,447
1991 W36,SYD-BNE,First,343
1991 W37,SYD-BNE,First,459
1991 W38,SYD-BNE,First,546
1991 W39,SYD-BNE,First,517
1991 W40,SYD-BNE,First,464
1991 W41,SYD-BNE,First,423
1991 W42,SYD-BNE,First,402
1991 W43,SYD-BNE,First,398
1991 W44,SYD-BNE,First,376
1991 W45,SYD-BNE,First,470
1991 W46,SYD-BNE,First,458
1991 W47,SYD-BNE,First,407
1991 W48,SYD-BNE,First,356
1991 W49,SYD-BNE,First,419
1991 W50,SYD-BNE,First,407
1991 W51,SYD-BNE,First,233
1991 W52,SYD-BNE,First,263
1992 W01,SYD-BNE,First,261
1992 W02,SYD-BNE,First,261
1992 W03,SYD-BNE,First,232
1992 W04,SYD-BNE,First,326
1992 W05,SYD-BNE,First,608
1992 W06,SYD-BNE,First,920
1992 W07,SYD-BNE,First,929
1992 W08,SYD-BNE,First,859
1992 W09,SYD-BNE,First,925
1992 W10,SYD-BNE,First,899
1992 W11,SYD-BNE,First,967
1992 W12,SYD-BNE,First,1119
1992 W13,SYD-BNE,First,929
1992 W14,SYD-BNE,First,924
1992 W15,SYD-BNE,First,886
1992 W16,SYD-BNE,First,841
1992 W17,SYD-BNE,First,906
1992 W18,SYD-BNE,First,915
1992 W19,SYD-BNE,First,894
1992 W20,SYD-BNE,First,947
1992 W21,SYD-BNE,First,820
1992 W22,SYD-BNE,First,879
1992 W23,SYD-BNE,First,724
1992 W24,SYD-BNE,First,794
1992 W25,SYD-BNE,First,709
1992 W26,SYD-BNE,First,711
1992 W27,SYD-BNE,First,685
1992 W28,SYD-BNE,First,658
1992 W29,SYD-BNE,First,615
1992 W30,SYD-BNE,First,619
1992 W31,SYD-BNE,First,608
1992 W32,SYD-BNE,First,585
1992 W33,SYD-BNE,First,672
1992 W34,SYD-BNE,First,719
1992 W35,SYD-BNE,First,710
1992 W36,SYD-BNE,First,707
1992 W37,SYD-BNE,First,762
1992 W38,SYD-BNE,First,663
1992 W39,SYD-BNE,First,715
1992 W40,SYD-BNE,First,675
1992 W41,SYD-BNE,First,667
1992 W42,SYD-BNE,First,748
1992 W43,SYD-BNE,First,736
1992 W44,SYD-BNE,First,605
1992 W45,SYD-BNE,First,719
1992 W46,SYD-BNE,First,694
1992 W47,SYD-BNE,First,773
1989 W28,SYD-OOL,Business,136
1989 W29,SYD-OOL,Business,166
1989 W30,SYD-OOL,Business,150
1989 W31,SYD-OOL,Business,220
1989 W32,SYD-OOL,Business,197
1989 W33,SYD-OOL,Business,95
1989 W34,SYD-OOL,Business,0
1989 W35,SYD-OOL,Business,0
1989 W36,SYD-OOL,Business,0
1989 W37,SYD-OOL,Business,0
1989 W38,SYD-OOL,Business,0
1989 W39,SYD-OOL,Business,0
1989 W40,SYD-OOL,Business,0
1989 W41,SYD-OOL,Business,0
1989 W42,SYD-OOL,Business,0
1989 W43,SYD-OOL,Business,19
1989 W44,SYD-OOL,Business,0
1989 W45,SYD-OOL,Business,5
1989 W46,SYD-OOL,Business,10
1989 W47,SYD-OOL,Business,10
1989 W48,SYD-OOL,Business,27
1989 W49,SYD-OOL,Business,39
1989 W50,SYD-OOL,Business,42
1989 W51,SYD-OOL,Business,73
1989 W52,SYD-OOL,Business,38
1990 W01,SYD-OOL,Business,18
1990 W02,SYD-OOL,Business,94
1990 W03,SYD-OOL,Business,118
1990 W04,SYD-OOL,Business,101
1990 W05,SYD-OOL,Business,158
1990 W06,SYD-OOL,Business,158
1990 W07,SYD-OOL,Business,165
1990 W08,SYD-OOL,Business,163
1990 W09,SYD-OOL,Business,156
1990 W10,SYD-OOL,Business,127
1990 W11,SYD-OOL,Business,141
1990 W12,SYD-OOL,Business,123
1990 W13,SYD-OOL,Business,113
1990 W14,SYD-OOL,Business,201
1990 W15,SYD-OOL,Business,228
1990 W16,SYD-OOL,Business,151
1990 W17,SYD-OOL,Business,258
1990 W18,SYD-OOL,Business,205
1990 W19,SYD-OOL,Business,175
1990 W20,SYD-OOL,Business,149
1990 W21,SYD-OOL,Business,105
1990 W22,SYD-OOL,Business,212
1990 W23,SYD-OOL,Business,155
1990 W24,SYD-OOL,Business,146
1990 W25,SYD-OOL,Business,88
1990 W26,SYD-OOL,Business,134
1990 W27,SYD-OOL,Business,221
1990 W28,SYD-OOL,Business,180
1990 W29,SYD-OOL,Business,146
1990 W30,SYD-OOL,Business,159
1990 W31,SYD-OOL,Business,115
1990 W32,SYD-OOL,Business,183
1990 W33,SYD-OOL,Business,137
1990 W34,SYD-OOL,Business,211
1990 W35,SYD-OOL,Business,206
1990 W36,SYD-OOL,Business,161
1990 W37,SYD-OOL,Business,172
1990 W38,SYD-OOL,Business,188
1990 W39,SYD-OOL,Business,240
1990 W40,SYD-OOL,Business,239
1990 W41,SYD-OOL,Business,214
1990 W42,SYD-OOL,Business,182
1990 W43,SYD-OOL,Business,157
1990 W44,SYD-OOL,Business,248
1990 W45,SYD-OOL,Business,184
1990 W46,SYD-OOL,Business,183
1990 W47,SYD-OOL,Business,194
1990 W48,SYD-OOL,Business,117
1990 W49,SYD-OOL,Business,191
1990 W50,SYD-OOL,Business,135
1990 W51,SYD-OOL,Business,126
1990 W52,SYD-OOL,Business,222
1991 W01,SYD-OOL,Business,159
1991 W02,SYD-OOL,Business,181
1991 W03,SYD-OOL,Business,146
1991 W04,SYD-OOL,Business,98
1991 W05,SYD-OOL,Business,103
1991 W06,SYD-OOL,Business,123
1991 W07,SYD-OOL,Business,125
1991 W08,SYD-OOL,Business,110
1991 W09,SYD-OOL,Business,106
1991 W10,SYD-OOL,Business,161
1991 W11,SYD-OOL,Business,197
1991 W12,SYD-OOL,Business,201
1991 W13,SYD-OOL,Business,134
1991 W14,SYD-OOL,Business,170
1991 W15,SYD-OOL,Business,135
1991 W16,SYD-OOL,Business,157
1991 W17,SYD-OOL,Business,210
1991 W18,SYD-OOL,Business,122
1991 W19,SYD-OOL,Business,144
1991 W20,SYD-OOL,Business,140
1991 W21,SYD-OOL,Business,119
1991 W22,SYD-OOL,Business,163
1991 W23,SYD-OOL,Business,135
1991 W24,SYD-OOL,Business,144
1991 W25,SYD-OOL,Business,92
1991 W26,SYD-OOL,Business,101
1991 W27,SYD-OOL,Business,93
1991 W28,SYD-OOL,Business,164
1991 W29,SYD-OOL,Business,142
1991 W30,SYD-OOL,Business,115
1991 W31,SYD-OOL,Business,111
1991 W32,SYD-OOL,Business,129
1991 W33,SYD-OOL,Business,96
1991 W34,SYD-OOL,Business,74
1991 W35,SYD-OOL,Business,123
1991 W36,SYD-OOL,Business,100
1991 W37,SYD-OOL,Business,75
1991 W38,SYD-OOL,Business,122
1991 W39,SYD-OOL,Business,144
1991 W40,SYD-OOL,Business,126
1991 W41,SYD-OOL,Business,156
1991 W42,SYD-OOL,Business,107
1991 W43,SYD-OOL,Business,138
1991 W44,SYD-OOL,Business,120
1991 W45,SYD-OOL,Business,164
1991 W46,SYD-OOL,Business,134
1991 W47,SYD-OOL,Business,112
1991 W48,SYD-OOL,Business,97
1991 W49,SYD-OOL,Business,100
1991 W50,SYD-OOL,Business,104
1991 W51,SYD-OOL,Business,59
1991 W52,SYD-OOL,Business,155
1992 W01,SYD-OOL,Business,85
1992 W02,SYD-OOL,Business,93
1992 W03,SYD-OOL,Business,86
1992 W04,SYD-OOL,Business,83
1992 W05,SYD-OOL,Business,82
1992 W06,SYD-OOL,Business,97
1992 W07,SYD-OOL,Business,89
1992 W08,SYD-OOL,Business,136
1992 W09,SYD-OOL,Business,105
1992 W10,SYD-OOL,Business,84
1992 W11,SYD-OOL,Business,253
1992 W12,SYD-OOL,Business,655
1992 W13,SYD-OOL,Business,399
1992 W14,SYD-OOL,Business,555
1992 W15,SYD-OOL,Business,636
1992 W16,SYD-OOL,Business,630
1992 W17,SYD-OOL,Business,527
1992 W18,SYD-OOL,Business,386
1992 W19,SYD-OOL,Business,622
1992 W20,SYD-OOL,Business,487
1992 W21,SYD-OOL,Business,437
1992 W22,SYD-OOL,Business,419
1992 W23,SYD-OOL,Business,463
1992 W24,SYD-OOL,Business,295
1992 W25,SYD-OOL,Business,240
1992 W26,SYD-OOL,Business,255
1992 W27,SYD-OOL,Business,355
1992 W28,SYD-OOL,Business,343
1992 W29,SYD-OOL,Business,270
1992 W30,SYD-OOL,Business,233
1992 W31,SYD-OOL,Business,186
1992 W32,SYD-OOL,Business,255
1992 W33,SYD-OOL,Business,266
1992 W34,SYD-OOL,Business,280
1992 W35,SYD-OOL,Business,231
1992 W36,SYD-OOL,Business,200
1992 W37,SYD-OOL,Business,293
1992 W38,SYD-OOL,Business,235
1992 W39,SYD-OOL,Business,318
1992 W40,SYD-OOL,Business,359
1992 W41,SYD-OOL,Business,269
1992 W42,SYD-OOL,Business,167
1992 W43,SYD-OOL,Business,251
1992 W44,SYD-OOL,Business,234
1992 W45,SYD-OOL,Business,259
1992 W46,SYD-OOL,Business,339
1992 W47,SYD-OOL,Business,309
1987 W26,SYD-OOL,Economy,3013
1987 W27,SYD-OOL,Economy,3431
1987 W28,SYD-OOL,Economy,3606
1987 W29,SYD-OOL,Economy,2740
1987 W30,SYD-OOL,Economy,2491
1987 W31,SYD-OOL,Economy,2725
1987 W32,SYD-OOL,Economy,3205
1987 W33,SYD-OOL,Economy,3417
1987 W34,SYD-OOL,Economy,4042
1987 W35,SYD-OOL,Economy,3287
1987 W36,SYD-OOL,Economy,3680
1987 W37,SYD-OOL,Economy,3912
1987 W39,SYD-OOL,Economy,4858
1987 W40,SYD-OOL,Economy,5451
1987 W41,SYD-OOL,Economy,4290
1987 W42,SYD-OOL,Economy,4184
1987 W43,SYD-OOL,Economy,4039
1987 W44,SYD-OOL,Economy,4036
1987 W45,SYD-OOL,Economy,3885
1987 W46,SYD-OOL,Economy,3747
1987 W47,SYD-OOL,Economy,3386
1987 W48,SYD-OOL,Economy,3649
1987 W49,SYD-OOL,Economy,3452
1987 W50,SYD-OOL,Economy,3508
1987 W51,SYD-OOL,Economy,4595
1987 W52,SYD-OOL,Economy,5754
1987 W53,SYD-OOL,Economy,6345
1988 W01,SYD-OOL,Economy,5739
1988 W02,SYD-OOL,Economy,5095
1988 W03,SYD-OOL,Economy,4631
1988 W04,SYD-OOL,Economy,3967
1988 W05,SYD-OOL,Economy,3692
1988 W06,SYD-OOL,Economy,4381
1988 W07,SYD-OOL,Economy,3936
1988 W08,SYD-OOL,Economy,3531
1988 W09,SYD-OOL,Economy,3500
1988 W10,SYD-OOL,Economy,3553
1988 W11,SYD-OOL,Economy,3661
1988 W12,SYD-OOL,Economy,5242
1988 W13,SYD-OOL,Economy,4884
1988 W14,SYD-OOL,Economy,3526
1988 W15,SYD-OOL,Economy,3346
1988 W16,SYD-OOL,Economy,3323
1988 W17,SYD-OOL,Economy,3789
1988 W18,SYD-OOL,Economy,3651
1988 W19,SYD-OOL,Economy,4036
1988 W20,SYD-OOL,Economy,3750
1988 W21,SYD-OOL,Economy,3732
1988 W22,SYD-OOL,Economy,3896
1988 W23,SYD-OOL,Economy,4397
1988 W24,SYD-OOL,Economy,4363
1988 W25,SYD-OOL,Economy,4764
1988 W26,SYD-OOL,Economy,5610
1988 W27,SYD-OOL,Economy,5172
1988 W28,SYD-OOL,Economy,4679
1988 W29,SYD-OOL,Economy,4344
1988 W30,SYD-OOL,Economy,4347
1988 W31,SYD-OOL,Economy,4875
1988 W32,SYD-OOL,Economy,4720
1988 W33,SYD-OOL,Economy,5060
1988 W34,SYD-OOL,Economy,4673
1988 W35,SYD-OOL,Economy,4740
1988 W36,SYD-OOL,Economy,5335
1988 W37,SYD-OOL,Economy,5848
1988 W38,SYD-OOL,Economy,6496
1988 W39,SYD-OOL,Economy,5356
1988 W40,SYD-OOL,Economy,5380
1988 W41,SYD-OOL,Economy,4798
1988 W42,SYD-OOL,Economy,4647
1988 W43,SYD-OOL,Economy,4280
1988 W44,SYD-OOL,Economy,4471
1988 W45,SYD-OOL,Economy,4269
1988 W46,SYD-OOL,Economy,4266
1988 W47,SYD-OOL,Economy,4176
1988 W48,SYD-OOL,Economy,3963
1988 W49,SYD-OOL,Economy,4193
1988 W50,SYD-OOL,Economy,4101
1988 W51,SYD-OOL,Economy,5803
1988 W52,SYD-OOL,Economy,6220
1989 W01,SYD-OOL,Economy,5248
1989 W02,SYD-OOL,Economy,4711
1989 W03,SYD-OOL,Economy,4345
1989 W04,SYD-OOL,Economy,3621
1989 W05,SYD-OOL,Economy,4537
1989 W06,SYD-OOL,Economy,4351
1989 W07,SYD-OOL,Economy,3806
1989 W08,SYD-OOL,Economy,4036
1989 W09,SYD-OOL,Economy,3571
1989 W10,SYD-OOL,Economy,3706
1989 W11,SYD-OOL,Economy,5322
1989 W12,SYD-OOL,Economy,5160
1989 W13,SYD-OOL,Economy,3917
1989 W14,SYD-OOL,Economy,3343
1989 W15,SYD-OOL,Economy,2551
1989 W16,SYD-OOL,Economy,3512
1989 W17,SYD-OOL,Economy,3691
1989 W18,SYD-OOL,Economy,2821
1989 W19,SYD-OOL,Economy,3116
1989 W20,SYD-OOL,Economy,3057
1989 W21,SYD-OOL,Economy,2594
1989 W22,SYD-OOL,Economy,3110
1989 W23,SYD-OOL,Economy,3631
1989 W24,SYD-OOL,Economy,3501
1989 W25,SYD-OOL,Economy,3172
1989 W26,SYD-OOL,Economy,3921
1989 W27,SYD-OOL,Economy,3379
1989 W28,SYD-OOL,Economy,2909
1989 W29,SYD-OOL,Economy,2855
1989 W30,SYD-OOL,Economy,3085
1989 W31,SYD-OOL,Economy,3175
1989 W32,SYD-OOL,Economy,2773
1989 W33,SYD-OOL,Economy,1353
1989 W34,SYD-OOL,Economy,0
1989 W35,SYD-OOL,Economy,0
1989 W36,SYD-OOL,Economy,0
1989 W37,SYD-OOL,Economy,0
1989 W38,SYD-OOL,Economy,0
1989 W39,SYD-OOL,Economy,0
1989 W40,SYD-OOL,Economy,0
1989 W41,SYD-OOL,Economy,0
1989 W42,SYD-OOL,Economy,0
1989 W43,SYD-OOL,Economy,324
1989 W44,SYD-OOL,Economy,0
1989 W45,SYD-OOL,Economy,263
1989 W46,SYD-OOL,Economy,680
1989 W47,SYD-OOL,Economy,1282
1989 W48,SYD-OOL,Economy,2093
1989 W49,SYD-OOL,Economy,2293
1989 W50,SYD-OOL,Economy,2533
1989 W51,SYD-OOL,Economy,3207
1989 W52,SYD-OOL,Economy,4692
1990 W01,SYD-OOL,Economy,4739
1990 W02,SYD-OOL,Economy,3841
1990 W03,SYD-OOL,Economy,3752
1990 W04,SYD-OOL,Economy,3728
1990 W05,SYD-OOL,Economy,2956
1990 W06,SYD-OOL,Economy,3146
1990 W07,SYD-OOL,Economy,3085
1990 W08,SYD-OOL,Economy,2808
1990 W09,SYD-OOL,Economy,2458
1990 W10,SYD-OOL,Economy,2343
1990 W11,SYD-OOL,Economy,2364
1990 W12,SYD-OOL,Economy,2391
1990 W13,SYD-OOL,Economy,2786
1990 W14,SYD-OOL,Economy,4388
1990 W15,SYD-OOL,Economy,5270
1990 W16,SYD-OOL,Economy,3519
1990 W17,SYD-OOL,Economy,3716
1990 W18,SYD-OOL,Economy,3101
1990 W19,SYD-OOL,Economy,2970
1990 W20,SYD-OOL,Economy,2802
1990 W21,SYD-OOL,Economy,2523
1990 W22,SYD-OOL,Economy,3280
1990 W23,SYD-OOL,Economy,3176
1990 W24,SYD-OOL,Economy,2738
1990 W25,SYD-OOL,Economy,2849
1990 W26,SYD-OOL,Economy,2942
1990 W27,SYD-OOL,Economy,3477
